id,word,answer,hint,category
313,一矢報いる,いっしむくいる,相手からの攻撃や非難に対して、こちらも反撃する,故事成語
314,白眼視,はくがんし,人を冷たい目つきで見ること、冷遇すること,故事成語
315,二の足を踏む,にのあしをふむ,ためらって進まない。,慣用句
316,手をこまねく,てをこまねく,何もしないで傍観している。,慣用句
317,火蓋を切る,ひぶたをきる,戦いや競争を始める。,慣用句
318,地団駄を踏む,じだんだをふむ,悔しさや怒りで足を踏み鳴らす。,慣用句
319,大風呂敷を広げる,おおぶろしきをひろげる,実現困難な計画や大きな話をする。,慣用句
320,目と鼻の先,めとはなのさき,非常に近い距離。,慣用句
321,腹をくくる,はらをくくる,覚悟を決める。,慣用句
322,寝耳に水,ねみみにみず,不意の出来事に驚く。,慣用句
323,のっぴきならない,のっぴきならない,どうすることもできない。,慣用句
324,骨身に染みる,ほねみにしみる,経験が強く心に残る。,慣用句
325,馬が合う,うまがあう,人間関係がうまくいく。,慣用句
326,一目置く,いちもくおく,相手の力量を認めて敬意を払う。,慣用句
327,猫の手も借りたい,ねこのてもかりたい,非常に忙しいこと。,ことわざ
328,顔を洗って出直す,かおをあらってでなおす,失敗を反省し、心を入れ替えて再出発する。,慣用句
329,拍子抜けする,ひょうしぬけする,期待外れでがっかりする。,慣用句
330,板につく,いたにつく,仕事や役割がすっかり身につく。,慣用句
331,水掛け論,みずかけろん,互いに自分の主張ばかりして解決しない議論。,慣用句
332,手持ち無沙汰,てもちぶさた,することがなく暇を持て余すこと。,慣用句
333,一線を画す,いっせんをかくす,きっぱりと区別をつけ、関係を断つ。,慣用句
334,身を粉にする,みをこにする,自分の体を酷使して懸命に働く。,慣用句
335,棚上げにする,たなあげにする,問題の解決を先延ばしにする。,慣用句
336,逆転の発想,ぎゃくてんのはっそう,従来の考え方とは反対の視点から物事を考える。,慣用句
337,大盤振る舞い,おおばんぶるまい,盛大にもてなしたり、気前よく振る舞ったりすること。,慣用句
338,火を見るより明らか,ひをみるよりあきらか,疑う余地なく明白であること。,慣用句
339,筋を通す,すじをとおす,道理や原則を守って行動する。,慣用句
340,一歩譲る,いっぽゆずる,自分の主張を少し引っ込めて相手に合わせる。,慣用句
341,頭を冷やす,あたまをひやす,興奮や感情を抑え、冷静になる。,慣用句
342,声を荒らげる,こえをあららげる,怒って大声を出す。,慣用句
343,足元を固める,あしもとをかためる,基礎をしっかり築く。,慣用句
344,頭が下がる,あたまがさがる,感心したり敬服したりして、自然と頭を下げる思いになる。,慣用句
345,気を引き締める,きをひきしめる,心を引き締め、気を緩めないようにする。,慣用句
346,胸を張る,むねをはる,自信や誇りをもって堂々とする。,慣用句
347,後塵を拝する,こうじんをはいする,人の後れをとって従う。,慣用句
348,身につまされる,みにつまされる,他人の苦境が、まるで自分のことのように感じられる。,慣用句
349,鎬を削る,しのぎをけずる,激しく競争する。,慣用句
350,口を酸っぱくする,くちをすっぱくする,何度も繰り返し忠告する。,慣用句
351,白羽の矢が立つ,しらはのやがたつ,多くの人の中から特に選び出される。,慣用句
352,肝が据わる,きもがすわる,落ち着いていて物事に動じない。,慣用句
353,血肉となる,けつにくとなる,経験などが身について役立つ。,慣用句
354,地に足がつく,ちにあしがつく,現実的で堅実な態度をとる。,慣用句
355,目を配る,めをくばる,注意して全体を見る。,慣用句
356,口を拭う,くちをぬぐう,しらばっくれる。,慣用句
357,腰を上げる,こしをあげる,行動を開始する。,慣用句
358,手を尽くす,てをつくす,あらゆる手段を試す。,慣用句
359,鼻を突き合わせる,はなをつきあわせる,顔を近づけて話し合う。,慣用句
360,火花を散らす,ひばなをちらす,激しく争う。,慣用句
361,風の便り,かぜのたより,人づてに聞く噂や情報。,慣用句
362,足の裏の飯,あしのうらのはん,取るに足らない、どうでもよいもの。,ことわざ
363,焼けぼっくいに火がつく,やけぼっくいにひがつく,一度関係が終わった男女が再び元の関係に戻ること。,ことわざ
364,烏の行水,からすのぎょうずい,入浴時間が非常に短いこと。,ことわざ
365,急いては事を仕損じる,せいてはことをしそんじる,急ぎすぎると失敗すること,ことわざ
366,知らぬ仏より馴染みの鬼,しらぬほとけよりなじみのおに,たとえ悪人でも、よく知っている相手の方が安心できること,ことわざ
367,立つ者には影が差す,たつものにはかげがさす,何かを成し遂げようとする人には、必ず困難や陰口が伴うこと,ことわざ
368,下手な鉄砲も数打ちゃ当たる,へたなてっぽうもかずうちゃあたる,下手な者でも、やたらに数をこなせば一つくらいは成功すること,ことわざ
369,門前の小僧習わぬ経を読む,もんぜんのこぞうならわぬきょうをよむ,日常的に接していれば、自然と知識や技術が身につくこと,ことわざ
370,掃き溜めに鶴,はきだめにツル,つまらないものの中に、ひときわ優れたものが存在すること,ことわざ
371,人の振り見て我が振り直せ,ひとのふりみてわがふりなおせ,他人の行動を見て、自分の行動を反省し改めること,ことわざ
372,窮鼠猫を噛む,きゅうそねこをかむ,追いつめられた弱い者が、必死の反撃で強い者を負かすこと,ことわざ
373,溺れる者は藁をも掴む,おぼれるものはわらをもつかむ,絶望的な状況では、どんなわずかな望みにもすがりつくこと,ことわざ
374,瓜の蔓に茄子はならぬ,うりのつるになすびはならぬ,平凡な親からは平凡な子しか生まれないこと（血筋は争えない）,ことわざ
375,長いものには巻かれろ,ながいものにはまかれろ,権力や強い者には逆らわず従う方が得策であること,ことわざ
376,縁は異なもの味なもの,えんはいなものあじなもの,男女の縁は不思議なもので、思いがけない相手と結ばれることもある,ことわざ
377,腕を振るう,うでをふるう,自分の技術や能力を存分に発揮する,慣用句
378,目を剥く,めをむく,驚きや怒りなどで目を見開く,慣用句
379,耳を揃える,みみをそろえる,金銭などを不足なく用意する,慣用句
380,頭が痛い,あたまがいたい,心配事があって悩む,慣用句
